年月日,平均気温(℃),最高気温(℃),最低気温(℃)
1977/6/19,20.7,25.1,17.1
1977/6/20,20.8,23.1,18.1
1977/6/21,22,26.9,18
1977/6/22,21.4,23,20.1
1977/6/23,19.4,21.1,18.7
1977/6/24,20,21.8,18.7
1977/6/25,21.5,23.8,20.2
1977/6/26,22.7,27.1,20.2
1977/6/27,23.1,26,20.1
1977/6/28,22.1,23.4,21.4
1977/6/29,23.3,24.3,22
1977/6/30,24,25.6,23.1
1977/7/1,25.2,28.6,23
1977/7/2,25.9,29.9,22
1977/7/3,26.8,30.2,22.4
1977/7/4,24.5,27.5,22.8
1977/7/5,24.6,28.4,22.9
1977/7/6,25.7,28.6,23.7
1977/7/7,25.1,29.2,22
1977/7/8,24.7,28.5,20.9
1977/7/9,25.7,28.1,22.7
1977/7/10,25.3,27.2,24.8
1977/7/11,26.9,30.2,23.5
1977/7/12,28,32,24.4
1977/7/13,27.6,32.5,24.4
1977/7/14,28.6,33.1,25.3
1977/7/15,28.9,32.8,26.5
1977/7/16,29.2,33,26.7
1977/7/17,27.2,30.9,23
1977/7/18,24.6,28.9,22.2
1977/7/19,25.3,28,22.9
1977/7/20,26.7,30.6,23.9
1977/7/21,26.1,29.9,22.6
1977/7/22,27,30.5,23.7
1977/7/23,27.4,31.2,23.4
1977/7/24,25.6,31.2,22
1977/7/25,27.5,32,23
1977/7/26,28.1,32.1,24.1
1977/7/27,28.5,32.3,25.3
1977/7/28,28.4,32.1,25.4
1977/7/29,28.1,33,25.7
1977/7/30,28.2,32.3,25
1977/7/31,27.8,31.9,24.8
1977/8/1,28.1,32,24.9
1977/8/2,28.6,32.7,25.1
1977/8/3,29.6,33.9,25.8
1977/8/4,29.2,32.9,26.4
1977/8/5,28.5,32,25.1
1977/8/6,28,32.7,24
1977/8/7,27.2,32.1,23.9
1977/8/8,27,29.9,24.5
1977/8/9,27.4,31.8,23.2
1977/8/10,25,29.3,20.9
1977/8/11,25.2,28,21.7
1977/8/12,26.3,30.1,23.8
1977/8/13,26.9,31,24
1977/8/14,26.6,30.9,22.2
1977/8/15,27.7,32.4,24.3
1977/8/16,29.4,33.8,25.2
1977/8/17,28.7,32.9,25.6
1977/8/18,28,33.3,25.2
1977/8/19,24.5,25.6,21.2
1977/8/20,25.7,29.1,22.7
1977/8/21,25.4,27.8,23.3
1977/8/22,25.5,28,23.7
1977/8/23,26.2,30.5,22
1977/8/24,23.5,25.8,22.1
1977/8/25,24.9,27.1,23.5
1977/8/26,25,27.1,23.5
1977/8/27,26.1,29.5,23.8
1977/8/28,26.3,30,24.2
1977/8/29,27.1,30.8,23.5
1977/8/30,27.5,31.8,24.9
1977/8/31,27.5,31.9,23.5
1977/9/1,27.3,31.1,23.5
1977/9/2,27.4,31.5,24.8
1977/9/3,26,30.5,22.5
1977/9/4,25.5,30.2,21.8
1977/9/5,25.6,30,22.8
1977/9/6,26,30.7,20.7
1977/9/7,24.6,29.2,22.8
1977/9/8,24.4,26.5,22.7
1977/9/9,25.8,28.1,22.8
1977/9/10,27.2,29.8,25
1977/9/11,27.9,31.3,25.8
1977/9/12,27.7,31.7,25.5
1977/9/13,26.1,30.2,21.6
1977/9/14,27.1,30.8,23.7
1977/9/15,23.6,26.7,20.1
1977/9/16,22,26.1,17.9
1977/9/17,22.6,27,18.9
1977/9/18,23.4,28,18.9
1977/9/19,22.3,25.1,18.7
1977/9/20,22.9,28.5,18.1
1977/9/21,22.2,27.7,18.3
1977/9/22,20,22.8,17.7
1977/9/23,21.3,22.8,19
1977/9/24,22.1,23,21.3
1977/9/25,20.8,22.1,18.8
1977/9/26,21.9,25.9,19.2
1977/9/27,22.7,27.2,17.9
1977/9/28,20.9,27,14.8
1977/9/29,20,22.3,19
1977/9/30,22.2,26.7,19.1
1977/10/1,22.4,26.4,19.1
1977/10/2,22.3,26.4,18.8
1977/10/3,19.7,21.7,18.1
1977/10/4,19.5,23,17.2
1977/10/5,20.5,25.7,16.1
1977/10/6,20.1,25.1,14.8
1977/10/7,21.1,25.1,17.4
1977/10/8,19.4,20.6,18.4
1977/10/9,19.7,24.1,16.3
1977/10/10,19.6,23.2,16.4
1977/10/11,18.9,23,15.9
1977/10/12,18.4,22.6,14.7
1977/10/13,18.5,23.5,14
1977/10/14,19.5,24.3,15.3
1977/10/15,20.4,25.6,15.2
1977/10/16,20.1,24.5,17.2
1977/10/17,18.4,22.8,16.1
1977/10/18,18.9,23.9,14.3
1977/10/19,18.3,22.9,15.4
1977/10/20,17.1,21.3,14
1977/10/21,16.8,22,12.3
1977/10/22,16.8,22.8,11.1
1977/10/23,17.6,23.9,12.6
1977/10/24,18.5,24.1,14
1977/10/25,18.1,23.6,13.6
1977/10/26,18.5,23.9,14
1977/10/27,17.3,23,13.4
1977/10/28,17.5,22.9,12.1
1977/10/29,18.7,23.9,13.8
1977/10/30,21.4,25.8,15.5
1977/10/31,20.3,23.5,17.1
1977/11/1,21.1,27.1,14.8
1977/11/2,18.1,21.5,16.1
1977/11/3,17.6,21.4,14.4
1977/11/4,14.9,17.1,13.6
1977/11/5,16.6,18.9,13.1
1977/11/6,17.4,18.8,15.7
1977/11/7,18.9,22.8,16.2
1977/11/8,20.9,26.8,15.4
1977/11/9,16.2,19.2,13.8
1977/11/10,13.8,17.2,11.1
1977/11/11,13,16.5,10.6
1977/11/12,12,14.1,10.1
1977/11/13,12.2,13.6,11
1977/11/14,15,16.7,13.1
1977/11/15,15.6,18.8,12.9
1977/11/16,15.5,21.3,12.9
1977/11/17,17.7,20.7,16.2
1977/11/18,17.2,21.1,14.2
1977/11/19,13.8,17.3,10.3
1977/11/20,12.9,16.8,8.6
1977/11/21,12.9,17.6,7.5
1977/11/22,11.5,15.8,8.2
1977/11/23,8,11.3,4.6
1977/11/24,7.8,12.9,2.4
1977/11/25,10,15.2,5.3
1977/11/26,11,12.1,8.6
1977/11/27,14.5,19,10.6
1977/11/28,11.3,15.2,7
1977/11/29,8.5,12.5,5.1
1977/11/30,8.7,12.4,5.1
1977/12/1,8.6,12.4,6.1
1977/12/2,8.5,12,6
1977/12/3,8.9,13.9,5.6
1977/12/4,9.3,13.7,3.4
1977/12/5,11.8,16.4,7
1977/12/6,11.3,15,9
1977/12/7,9.6,13.4,5.5
1977/12/8,10.8,17,4.4
1977/12/9,11.1,14.5,7.5
1977/12/10,9.5,14.6,5.8
1977/12/11,9.2,15.4,3.1
1977/12/12,10.5,15.7,6.6
1977/12/13,10.3,16.1,4.9
1977/12/14,10.7,15.9,6.2
1977/12/15,11.1,12.4,8.2
1977/12/16,14,17.4,12.1
1977/12/17,12.6,17.8,9.2
1977/12/18,9.4,13.7,5.9
1977/12/19,7.7,12.4,3.9
1977/12/20,7.4,12.3,2.6
1977/12/21,7.3,10.5,4.4
1977/12/22,6,9.6,3.7
1977/12/23,5.3,10.3,0.6
1977/12/24,8.4,12,2.3
1977/12/25,7.3,10.3,3.3
1977/12/26,5.3,8.5,2.8
1977/12/27,7.6,11.7,1.2
1977/12/28,6,9.4,1.1
1977/12/29,8.5,15.2,0.4
1977/12/30,12.4,15,9.7
1977/12/31,12.5,15.9,10.8
1978/1/1,12.6,15.1,8.7
1978/1/2,6.9,9.7,3.5
1978/1/3,5.1,7.1,2.6
1978/1/4,4.7,7.8,1.8
1978/1/5,4,6.3,1.2
1978/1/6,7.7,11.6,4.8
1978/1/7,9.8,13.9,5
1978/1/8,8.6,13.9,4
1978/1/9,4.2,11.1,0.5
1978/1/10,2.1,4.9,-0.5
1978/1/11,4.9,9.4,1.9
1978/1/12,7.4,12.7,1.9
1978/1/13,8.2,9.7,6.9
1978/1/14,9.8,15.3,6.1
1978/1/15,9.4,14.2,3
1978/1/16,5.7,11,3.4
1978/1/17,4.3,7.2,1.1
1978/1/18,4.1,7.7,0
1978/1/19,4.7,7.9,2.6
1978/1/20,5.4,9.1,2
1978/1/21,4.7,7.9,1.9
1978/1/22,3.6,7,1.4
1978/1/23,4.6,10.7,0.3
1978/1/24,5.2,7.6,1.7
1978/1/25,4.8,8.6,0.4
1978/1/26,6.5,13.9,-0.9
1978/1/27,9.6,12.4,6.9
1978/1/28,5.8,7.5,3.9
1978/1/29,3.7,7,1.3
1978/1/30,4.9,7.7,1.8
1978/1/31,1.7,4.3,-0.3
1978/2/1,-1.9,0.6,-3.7
1978/2/2,0.6,4.1,-2
1978/2/3,2.3,5.2,-1.1
1978/2/4,4.2,8.2,-0.1
1978/2/5,7.6,12,1.9
1978/2/6,3.5,6.9,1.6
1978/2/7,6.4,11.4,0.5
1978/2/8,6.3,9.7,3.7
1978/2/9,8.2,13.1,4.2
1978/2/10,13.7,20.2,9
1978/2/11,8.9,11.6,4.7
1978/2/12,5.4,7.6,3.8
1978/2/13,6.4,9.9,3.3
1978/2/14,4.3,7.1,1.6
1978/2/15,3,6,0.2
1978/2/16,1.2,5.1,-1.6
1978/2/17,2.5,7.9,-1
1978/2/18,1.5,5.3,-1.4
1978/2/19,4.8,10.2,-1
1978/2/20,6.3,11,3.3
1978/2/21,5.5,9.3,1.3
1978/2/22,4,9.6,-0.9
1978/2/23,4.8,9.9,-0.4
1978/2/24,3.7,8.4,0.3
1978/2/25,3,5.9,0
1978/2/26,4.1,10.1,0.3
1978/2/27,5.8,12.6,-0.4
1978/2/28,9.4,19.3,2.8
1978/3/1,3.8,7.1,2
1978/3/2,5.2,10.4,1
1978/3/3,8.1,13.7,0.4
1978/3/4,10.7,17,7.1
1978/3/5,7.1,10.8,4.3
1978/3/6,6.1,10.5,1.8
1978/3/7,9.3,15.6,2.2
1978/3/8,11.5,17.8,7.5
1978/3/9,10.7,15.1,4
1978/3/10,12.4,17.6,6.6
1978/3/11,8.2,12.2,5.1
1978/3/12,4.8,8.3,2.1
1978/3/13,4.5,8.8,1.1
1978/3/14,6.2,10.1,2.2
1978/3/15,6.4,10.3,3.1
1978/3/16,6.4,10.8,2.5
1978/3/17,7,12.9,2
1978/3/18,9.7,14.7,2
1978/3/19,9.8,14.7,6.4
1978/3/20,8.8,14.1,3.9
1978/3/21,7.2,8.1,5.9
1978/3/22,8.7,13.2,5.7
1978/3/23,7.7,12.1,4.6
1978/3/24,9.2,14,4.9
1978/3/25,9.3,14.1,3.2
1978/3/26,12,18.3,6.1
1978/3/27,11.4,16.2,7.1
1978/3/28,12.9,16.5,10
1978/3/29,11.1,16.9,7.3
1978/3/30,11.5,19.4,6.3
1978/3/31,9.5,14.2,6.3
1978/4/1,9.9,14.4,5.8
1978/4/2,9,12.8,7.4
1978/4/3,8.2,12.5,5.7
1978/4/4,10,15.2,6.1
1978/4/5,12,18.6,3.3
1978/4/6,14.5,20.2,9.6
1978/4/7,12.1,16.7,8
1978/4/8,11.9,17.7,5.3
1978/4/9,13.3,19.6,7
1978/4/10,16.6,24.7,9.4
1978/4/11,12.6,17.2,9.9
1978/4/12,15,20.3,12
1978/4/13,12.6,17,8.3
1978/4/14,11.5,17.4,5.2
1978/4/15,16.1,24.1,9.7
1978/4/16,18.4,22.5,14.6
1978/4/17,15,17.7,12.9
1978/4/18,11.6,13.6,10.6
1978/4/19,14.2,17.3,9.3
1978/4/20,15.6,21.4,12.3
1978/4/21,11.1,15,8.8
1978/4/22,13.2,19.1,8.4
1978/4/23,14,18.9,6.8
1978/4/24,15.6,18.6,13.8
1978/4/25,16.6,22,12
1978/4/26,14.5,20.9,9.5
1978/4/27,15.7,22.2,9.1
1978/4/28,16,20.4,10
1978/4/29,15.9,17.6,14.9
1978/4/30,18.1,21.9,15.1
1978/5/1,20.5,24.9,17.7
1978/5/2,19.1,23.6,14.9
1978/5/3,16.2,21.4,10.7
1978/5/4,17.3,20.4,13.7
1978/5/5,18.2,22.6,12.9
1978/5/6,14.2,17.4,12.7
1978/5/7,15.4,18,14
1978/5/8,19.1,24,15.2
1978/5/9,19.7,23.8,16.6
1978/5/10,18.4,20.8,17.3
1978/5/11,15.5,18.1,12.8
1978/5/12,17,23.6,10.8
1978/5/13,18.1,23.9,12.3
1978/5/14,18.2,24,13.5
1978/5/15,19,23.9,13
1978/5/16,19.3,23.9,14.5
1978/5/17,16.7,18.9,16
1978/5/18,19.3,22.4,16.8
1978/5/19,19.6,23.1,16.8
1978/5/20,19.1,23.3,15.1
1978/5/21,19.1,26.3,13.9
1978/5/22,19.6,24.7,15.7
1978/5/23,19,24.3,14.7
1978/5/24,20.2,25.7,14.8
1978/5/25,20.4,26,16.9
1978/5/26,20.4,24.8,15.1
1978/5/27,21,27.2,15
1978/5/28,22.4,28.2,18.1
1978/5/29,22,26.9,19.7
1978/5/30,18,21.1,14
1978/5/31,16.4,20.8,11
1978/6/1,19.6,26.2,12.7
1978/6/2,20.4,25.9,15
1978/6/3,18.9,24,16.3
1978/6/4,19.2,23.5,16
1978/6/5,20.4,25.4,15
1978/6/6,21.4,25.6,17
1978/6/7,21.2,26.4,16.9
1978/6/8,21,27.5,15.7
1978/6/9,22,28.2,16.4
1978/6/10,22.5,26.2,17
1978/6/11,20.7,22.8,20.2
1978/6/12,21.5,25,19.9
1978/6/13,21.6,25,18.6
1978/6/14,22.7,27.3,18
1978/6/15,23.6,29,18.8
1978/6/16,24.3,27.4,21.9
1978/6/17,25.6,29.1,22.8
1978/6/18,25.5,29.8,22.8
1978/6/19,25.7,30.2,22.5
1978/6/20,24.8,28,22
1978/6/21,24.9,28.1,22.7
1978/6/22,20.9,22.8,19.1
1978/6/23,20.4,21.8,19.1
1978/6/24,21.8,23.6,20
1978/6/25,24.6,27.5,22.3
1978/6/26,24,27.9,20.6
1978/6/27,24.9,31.7,22
1978/6/28,26.1,30.3,21.8
1978/6/29,24.1,27.7,21.4
1978/6/30,22,23.2,20.9
1978/7/1,24.8,28.7,22.2
1978/7/2,25.8,28.9,23.6
1978/7/3,25.9,29.9,23.6
1978/7/4,27.9,32.1,23.7
1978/7/5,29.5,34.5,26.1
1978/7/6,28.2,32.6,23.7
1978/7/7,27.1,31.1,25
1978/7/8,27.1,31.8,23.7
1978/7/9,27.8,32.1,24.8
1978/7/10,27.7,32.5,24.3
1978/7/11,27,31.2,23
1978/7/12,24.7,26.4,22.8
1978/7/13,25.4,27.6,24
1978/7/14,27.6,31.4,23.9
1978/7/15,26.9,31.6,22.7
1978/7/16,26.5,31,22
1978/7/17,26.5,30.9,21.7
1978/7/18,26.9,31.4,22.4
1978/7/19,28.1,32,23.3
1978/7/20,29.2,34,25.1
1978/7/21,29.6,34.2,26
1978/7/22,28,32,26
1978/7/23,27.8,32.3,23.4
1978/7/24,28.4,32.9,24.2
1978/7/25,28.8,33.6,25.6
1978/7/26,28.8,32.8,26
1978/7/27,28.8,33,24.7
1978/7/28,28.5,32.8,25.5
1978/7/29,28.1,31.1,26.1
1978/7/30,28.4,32.1,25.8
1978/7/31,28.7,33,25.3
1978/8/1,28.9,33.1,24.9
1978/8/2,27.7,31.5,26.4
1978/8/3,27.4,29.3,24.9
1978/8/4,27.5,32.2,23.1
1978/8/5,28.2,32,23.9
1978/8/6,28.3,32.8,24.6
1978/8/7,26.2,30.2,23.6
1978/8/8,27.5,30.9,24.1
1978/8/9,27.2,30.3,24
1978/8/10,27.6,32.5,23.2
1978/8/11,27.9,31.9,24
1978/8/12,27.6,32.1,22.8
1978/8/13,27.5,32.1,23.2
1978/8/14,28.1,32.1,23.1
1978/8/15,27.3,31.3,24.3
1978/8/16,28.2,33,23.9
1978/8/17,28.4,31.8,25.1
1978/8/18,28.6,33,25
1978/8/19,27.2,31.3,25.2
1978/8/20,26.4,29.2,25
1978/8/21,28.6,32.6,25.8
1978/8/22,28.6,32.6,24.4
1978/8/23,29.6,32.9,26.2
1978/8/24,30.1,34.8,26.8
1978/8/25,27.8,31.2,24.9
1978/8/26,27.1,32.2,22
1978/8/27,27.1,32.1,22.2
1978/8/28,26.7,31.9,22.1
1978/8/29,26.6,31.5,21.3
1978/8/30,26.7,30.9,22.8
1978/8/31,27.2,32.5,22.9
1978/9/1,27.3,31.7,24.5
1978/9/2,26.5,30.2,23.4
1978/9/3,24.5,26.1,22.3
1978/9/4,26.8,30.2,24.3
1978/9/5,26.2,30.7,24.9
1978/9/6,25.9,30.2,22.8
1978/9/7,25,29.8,21
1978/9/8,24.7,29.9,19.7
1978/9/9,26.7,31.8,21.8
1978/9/10,27,32.1,24.3
1978/9/11,24.4,28.8,22
1978/9/12,24,26.6,22.1
1978/9/13,24.4,28.4,22.1
1978/9/14,24.6,26.3,22
1978/9/15,25.6,28.1,23.5
1978/9/16,27.4,30.4,23.1
1978/9/17,25.5,30.1,21.8
1978/9/18,23.5,28.2,18.7
1978/9/19,25.1,29.8,19.1
1978/9/20,22.2,26,20
1978/9/21,22.5,26.4,19.7
1978/9/22,22.6,26.1,20.3
1978/9/23,23.2,26.5,20.5
1978/9/24,23.7,27.2,21
1978/9/25,23.1,27.3,19.9
1978/9/26,23.3,27.7,19.6
1978/9/27,21.4,24.7,18.3
1978/9/28,21.7,24.8,18.7
1978/9/29,22.8,24,22
1978/9/30,23,27.4,20.4
1978/10/1,22.5,27,19.2
1978/10/2,22,27.2,18.1
1978/10/3,21.8,27.3,16
1978/10/4,22,26.3,17
1978/10/5,18.5,21.1,16.8
1978/10/6,20,24.4,16.7
1978/10/7,18.3,20.9,16
1978/10/8,18.3,21.7,14.7
1978/10/9,19.4,24.8,15.1
1978/10/10,20.6,25.5,17.9
1978/10/11,18.9,22,15.9
1978/10/12,18.4,23,13.8
1978/10/13,16.1,19.4,13.6
1978/10/14,14.8,17.8,11.6
1978/10/15,17.5,19.6,14.1
1978/10/16,17.1,20.8,13.7
1978/10/17,16.3,20.9,12.8
1978/10/18,16.6,21.9,11.5
1978/10/19,17.6,21.9,12.8
1978/10/20,19.4,24.7,14.9
1978/10/21,15.8,19.1,12.4
1978/10/22,14.4,19.1,10.7
1978/10/23,16.6,23,11.1
1978/10/24,17.7,23.2,13.5
1978/10/25,19.4,23.2,15.8
1978/10/26,19,21.2,15.9
1978/10/27,20.7,23.3,18.8
1978/10/28,18,20.7,16
1978/10/29,14.1,16.3,11.1
1978/10/30,13.6,18.5,10.4
1978/10/31,13.9,19.1,9.2
1978/11/1,14.9,20,10.3
1978/11/2,12.8,15.2,10.4
1978/11/3,11.9,15.8,7.9
1978/11/4,12.9,17.2,10.1
1978/11/5,14.4,18.9,9.5
1978/11/6,16.6,21.1,13.1
1978/11/7,15.7,16.4,14.9
1978/11/8,15.9,20.2,12.3
1978/11/9,15.1,20.9,11.1
1978/11/10,12.4,16.9,8.2
1978/11/11,14,17.9,9.8
1978/11/12,13,14,12
1978/11/13,17,18.7,12.1
1978/11/14,16,20.5,11.9
1978/11/15,14.6,19.9,11
1978/11/16,12,15.4,9.2
1978/11/17,12.1,15.7,9.2
1978/11/18,15.3,19.9,9.2
1978/11/19,15.9,20,12.1
1978/11/20,12,15.9,9.1
1978/11/21,11.6,16.4,6.9
1978/11/22,11.9,16,8.6
1978/11/23,12.4,16.1,7.1
1978/11/24,12.9,16,9.7
1978/11/25,11.3,16.7,6
1978/11/26,12.2,13.2,11
1978/11/27,14.1,17.7,12.1
1978/11/28,8.7,12.8,3
1978/11/29,8.1,11.8,2.6
1978/11/30,9.8,13.7,6.3
1978/12/1,11.1,15.8,4.4
1978/12/2,12.1,16,8
1978/12/3,9,14.2,5.5
1978/12/4,9.8,16,3.6
1978/12/5,10.5,14.1,7.2
1978/12/6,8.9,13.1,4.8
1978/12/7,8.5,14.1,4.1
1978/12/8,9,15.1,3.2
1978/12/9,12.4,19.3,6.7
1978/12/10,13.5,17.7,9.6
1978/12/11,9.3,12.9,5.1
1978/12/12,6.7,12.4,2.7
1978/12/13,10.2,15.2,3.8
1978/12/14,12.4,16.4,9.9
1978/12/15,12.4,15.6,9.6
1978/12/16,10.1,16.2,5.6
1978/12/17,11.9,15.2,6.5
1978/12/18,11.4,15.1,8.3
1978/12/19,9.8,13.6,6.5
1978/12/20,5.3,8.1,2.6
1978/12/21,4.8,9.4,1.2
1978/12/22,5.2,9.1,-0.1
1978/12/23,6.6,8,4.7
1978/12/24,8.1,11.2,5.7
1978/12/25,6.8,11.8,2.1
1978/12/26,7.7,13.6,2.2
1978/12/27,10.9,14.7,5.3
1978/12/28,9.8,11.3,6.3
1978/12/29,6,12.5,2.4
1978/12/30,4,6.8,1.9
1978/12/31,5.6,10.3,0.7
1979/1/1,7.4,11.3,4.5
1979/1/2,6.6,11.1,3.1
1979/1/3,5.9,10.9,0.5
1979/1/4,9.2,13.6,5.4
1979/1/5,9.1,13,5.3
1979/1/6,8,12.4,3.1
1979/1/7,9.1,14.5,3
1979/1/8,9.4,15.2,3
1979/1/9,9,15.7,3.5
1979/1/10,9.4,13.7,3.9
1979/1/11,8.3,12.1,5.1
1979/1/12,5.9,7.5,4.8
1979/1/13,4.6,6.8,2.8
1979/1/14,4.5,7.7,2.1
1979/1/15,3.9,6.7,1.6
1979/1/16,4.5,8.6,0.4
1979/1/17,5.5,10.2,0.9
1979/1/18,7.6,13.6,3.1
1979/1/19,4.2,7.6,1.8
1979/1/20,5.9,11.1,0
1979/1/21,6.1,12.8,2.3
1979/1/22,5,9,1.8
1979/1/23,5.6,12.1,1.2
1979/1/24,7.7,13,1.9
1979/1/25,6.9,10.2,1
1979/1/26,11,16.6,6.6
1979/1/27,11.5,16.7,4.6
1979/1/28,6.1,8.7,4.6
1979/1/29,5.5,12.8,3.3
1979/1/30,11.7,16.6,8.3
1979/1/31,8.3,10.5,5.7
1979/2/1,5.6,8.8,1.5
1979/2/2,2.5,7.4,-0.9
1979/2/3,3.9,7.8,0
1979/2/4,6.8,10.8,1.7
1979/2/5,4.1,7.3,0.4
1979/2/6,7.3,10.6,3.2
1979/2/7,7.7,12,3.9
1979/2/8,8,13.3,2.4
1979/2/9,6.9,10.8,3.4
1979/2/10,7.7,10.9,3
1979/2/11,10.9,15.5,6.3
1979/2/12,8.8,14,5
1979/2/13,8.1,11.5,3.4
1979/2/14,10.8,16,7.7
1979/2/15,7.7,12.8,3.2
1979/2/16,6.8,12.1,0.9
1979/2/17,7.2,13.8,2.7
1979/2/18,8.6,12.9,4.4
1979/2/19,9.5,13.9,6
1979/2/20,9.4,16.6,3.5
1979/2/21,13,17.3,9.2
1979/2/22,12.1,13.8,10.8
1979/2/23,16.4,18.7,12
1979/2/24,12.5,16.2,7.8
1979/2/25,9.2,13,6.8
1979/2/26,10.6,14.8,8.1
1979/2/27,6.6,9.9,3.5
1979/2/28,4.1,7.4,1.5
1979/3/1,4.2,8.7,2
1979/3/2,4.8,9,1.7
1979/3/3,4.9,8.6,0.7
1979/3/4,5.9,10,2.5
1979/3/5,6.1,10.2,2.4
1979/3/6,7.7,12.1,3.1
1979/3/7,8.4,13.3,4.2
1979/3/8,8.2,12.4,5.7
1979/3/9,9.6,14.4,4.5
1979/3/10,11.2,12.8,9.1
1979/3/11,7,11,3.7
1979/3/12,5.7,8.6,3.4
1979/3/13,8.7,13.1,5.9
1979/3/14,6.3,8.3,4.9
1979/3/15,9,14.3,4.7
1979/3/16,8.3,12.3,3.6
1979/3/17,7.2,8,6.5
1979/3/18,7.3,11.8,3.9
1979/3/19,8.4,13.3,1
1979/3/20,9.6,11.4,8
1979/3/21,6.3,10,3.7
1979/3/22,9.4,17.9,2.1
1979/3/23,9.9,12.6,6.6
1979/3/24,12.2,15.7,8.7
1979/3/25,10.6,15.4,7.2
1979/3/26,10.9,15.5,5.3
1979/3/27,12.1,17.9,5.9
1979/3/28,11.9,17.9,4.6
1979/3/29,14,18,7
1979/3/30,19.4,25.8,16.1
1979/3/31,15.2,19.1,11.1
1979/4/1,10,13.1,7.4
1979/4/2,11.1,13,7.7
1979/4/3,12.1,16.7,8.2
1979/4/4,9.8,13.7,6
1979/4/5,9.7,11.9,8.1
1979/4/6,12.7,17.4,9.2
1979/4/7,16.4,20.6,12.3
1979/4/8,17,21.9,14.8
1979/4/9,16,22.2,10.9
1979/4/10,14.5,18.7,11.1
1979/4/11,15.4,20.6,9.4
1979/4/12,15.8,21.6,10
1979/4/13,14.1,20.1,8.1
1979/4/14,15.4,19.2,12.4
1979/4/15,13.1,17.1,10
1979/4/16,14.7,22.8,10.8
1979/4/17,11.5,15.5,8.4
1979/4/18,10.5,13.3,6
1979/4/19,10.6,12.5,8
1979/4/20,12,16.1,10.1
1979/4/21,13,21.1,7.9
1979/4/22,12.4,18.1,6
1979/4/23,15.4,22.1,6.9
1979/4/24,18.8,26,11.1
1979/4/25,18.5,22.9,15.5
1979/4/26,13.4,15.7,12.6
1979/4/27,13.7,18.1,9.1
1979/4/28,11.5,15.2,7.2
1979/4/29,15.5,21,8.8
1979/4/30,18.1,23.4,14.5
1979/5/1,16.3,18.3,13
1979/5/2,15.3,20.9,11.8
1979/5/3,16.3,20.8,11
1979/5/4,16.7,20.4,11.1
1979/5/5,19,24,14.3
1979/5/6,19,23.4,13.1
1979/5/7,18,19.1,16.6
1979/5/8,20.7,25.1,17.1
1979/5/9,17.9,21.7,15.2
1979/5/10,18.1,23.4,13.2
1979/5/11,20.8,26.5,14.8
1979/5/12,16.7,20.7,12.7
1979/5/13,15.1,20.3,10.8
1979/5/14,16.7,22.2,14.5
1979/5/15,17.2,21.3,14.5
1979/5/16,16,19.6,13.7
1979/5/17,16.1,19.2,13.6
1979/5/18,15.6,20.6,10.3
1979/5/19,17.5,23.7,10.4
1979/5/20,19,24.1,12.7
1979/5/21,20.4,26.4,14.7
1979/5/22,21.2,27,13.8
1979/5/23,21.8,28.6,16
1979/5/24,20.5,24.9,15.3
1979/5/25,21.3,27,15.4
1979/5/26,18.4,24.8,15.2
1979/5/27,18.5,22.8,14.1
1979/5/28,19.3,24,14
1979/5/29,22.3,26.7,16.8
1979/5/30,20.7,25.2,16.8
1979/5/31,18.3,24.2,13.3
1979/6/1,19.6,25.1,12.6
1979/6/2,21.1,25.8,16.6
1979/6/3,21.8,26.2,17.1
1979/6/4,22.3,27,17.5
1979/6/5,21.8,26.9,16.6
1979/6/6,21.7,24.8,19.3
1979/6/7,20.8,21.2,20
1979/6/8,22.7,28.2,19.9
1979/6/9,22.8,26.6,19.2
1979/6/10,22.8,26.4,18.6
1979/6/11,21.5,24.1,20
1979/6/12,21.3,23.6,19.3
1979/6/13,21.9,24.7,20.1
1979/6/14,22.6,26,19.3
1979/6/15,22.6,25.5,21.2
1979/6/16,22.3,26.2,20.5
1979/6/17,25,28.9,20.9
1979/6/18,25.1,29.8,21
1979/6/19,24.1,30.2,21.6
1979/6/20,26.2,31.2,21.7
1979/6/21,26.3,28.7,24.6
1979/6/22,27.6,31.3,24.4
1979/6/23,24.9,31.5,22.3
1979/6/24,24.5,28.8,21.8
1979/6/25,25.1,28.3,21.4
1979/6/26,26.2,29.7,23.7
1979/6/27,22.4,26.8,21
1979/6/28,22.4,23.8,20.9
1979/6/29,23.3,26.9,22.1
1979/6/30,23.2,25.2,22.1
1979/7/1,25.9,33,22.1
1979/7/2,24.2,27.2,22.8
1979/7/3,24.4,27.6,22.5
1979/7/4,20.6,22.6,18.9
1979/7/5,23.9,29.8,18.7
1979/7/6,24.5,28.9,19.7
1979/7/7,24.5,29.1,19.9
1979/7/8,23.3,26.3,20.9
1979/7/9,23.9,28.7,18.9
1979/7/10,24,26.8,23
1979/7/11,25.3,28.2,22.7
1979/7/12,25.8,29.2,23.8
1979/7/13,24.8,27.7,22.6
1979/7/14,24.3,27.4,21.6
1979/7/15,26.4,31.7,23.6
1979/7/16,24.8,27.8,22.2
1979/7/17,21.7,23.7,20.8
1979/7/18,23.8,27,21.2
1979/7/19,24.7,28.9,21.9
1979/7/20,25.7,30.1,21.7
1979/7/21,25.8,30.2,22.7
1979/7/22,26.9,30,24
1979/7/23,27.4,31.2,24.9
1979/7/24,28,31.4,24.6
