年月日,平均気温(℃),最高気温(℃),最低気温(℃)
1964/5/6,18.3,24.6,14.3
1964/5/7,19.2,23.8,12.1
1964/5/8,19.9,25.6,14.2
1964/5/9,19.3,24.8,12.7
1964/5/10,20.6,26.1,15.8
1964/5/11,17.8,20.9,15.3
1964/5/12,16.3,21.2,12.3
1964/5/13,16.6,22.6,9.5
1964/5/14,18,24.8,11.2
1964/5/15,18.7,25.4,14.1
1964/5/16,19.3,27.7,13
1964/5/17,19.9,27.3,11.3
1964/5/18,19.7,22.7,17
1964/5/19,21.5,25,16.9
1964/5/20,21.8,26.7,16.1
1964/5/21,22.3,26.8,17.8
1964/5/22,22,26.8,20
1964/5/23,22.1,25.5,18.8
1964/5/24,21.5,25.1,18.4
1964/5/25,19.6,23.8,16.7
1964/5/26,18.9,24.7,13.6
1964/5/27,16.6,20.8,11.2
1964/5/28,19,22.5,14.4
1964/5/29,20.9,25.4,16.4
1964/5/30,21.2,26.1,17.2
1964/5/31,19.7,24.9,15.6
1964/6/1,20.9,26,13.8
1964/6/2,20.7,22.9,18.6
1964/6/3,21.2,25.2,18
1964/6/4,19.8,24.4,15.6
1964/6/5,19.1,22.6,15.1
1964/6/6,20.1,24.4,17.1
1964/6/7,20.8,24.9,15
1964/6/8,20.7,23.6,17.5
1964/6/9,20.1,25.5,16.4
1964/6/10,19.1,23.2,15.1
1964/6/11,18.4,20.9,15.6
1964/6/12,20.4,25.1,16.8
1964/6/13,20.3,22.1,19.2
1964/6/14,18.9,20.5,18.4
1964/6/15,20.7,25,17.4
1964/6/16,21.8,25.1,17.8
1964/6/17,22.8,26.9,18.1
1964/6/18,23.3,28.2,18.9
1964/6/19,22.6,27,19.7
1964/6/20,24.1,27.6,21.7
1964/6/21,22.5,25.4,21.1
1964/6/22,21.6,23.8,19.8
1964/6/23,22.3,25.8,19.2
1964/6/24,23,26.6,20.3
1964/6/25,22.7,24.8,21.1
1964/6/26,23.2,25,21.9
1964/6/27,22.8,24.5,21.8
1964/6/28,24.4,28.5,21.9
1964/6/29,22,25.3,19.6
1964/6/30,23.4,27.7,19
1964/7/1,24.5,28,19.9
1964/7/2,25.4,27.6,23.2
1964/7/3,27.4,31.4,24
1964/7/4,27.9,31.2,24.6
1964/7/5,26.7,30.1,23.7
1964/7/6,27.7,30.9,25.2
1964/7/7,27.2,31,24.1
1964/7/8,26.9,30.4,25
1964/7/9,27.1,32.8,24.4
1964/7/10,26.8,29.8,24.1
1964/7/11,26.5,29.1,23.8
1964/7/12,26.4,29.7,25
1964/7/13,27.6,33,24.9
1964/7/14,26.4,29,24.4
1964/7/15,26.7,30.4,23.9
1964/7/16,27.7,30.8,24
1964/7/17,27.6,30.6,25
1964/7/18,28.3,32.3,25.6
1964/7/19,24.8,28.7,23.6
1964/7/20,24.6,26.9,22.8
1964/7/21,25.7,28.6,23.5
1964/7/22,26.9,29.7,24.2
1964/7/23,27.4,31.1,24
1964/7/24,27.2,31,24.2
1964/7/25,27.6,31.2,24.4
1964/7/26,27.3,32.1,22.6
1964/7/27,27.3,31.2,23.8
1964/7/28,27.6,31.8,24.8
1964/7/29,27.3,31.1,24.4
1964/7/30,26.9,31.2,23.1
1964/7/31,27.2,32.2,23.2
1964/8/1,27.6,30.5,25
1964/8/2,27.9,30.8,25.7
1964/8/3,28.1,32.1,24.2
1964/8/4,28.3,31.8,25.4
1964/8/5,28.8,32.7,25.7
1964/8/6,26.6,31.5,24.7
1964/8/7,27.2,31.2,23.7
1964/8/8,27.5,31.1,24.1
1964/8/9,28.1,32,24.9
1964/8/10,28.9,34,25.4
1964/8/11,28.3,32.1,24.2
1964/8/12,28.1,31.8,24.4
1964/8/13,29,34.9,24.8
1964/8/14,29.5,35.4,25.6
1964/8/15,29.1,32.9,25.6
1964/8/16,28.6,31.4,26.8
1964/8/17,28.3,32.4,24.9
1964/8/18,28.1,31.2,26.3
1964/8/19,27.7,31.1,25.1
1964/8/20,28.4,32.6,24.3
1964/8/21,28.3,31,26.2
1964/8/22,28.2,31,26.2
1964/8/23,28.1,30.3,26.1
1964/8/24,27.5,28.8,25.5
1964/8/25,28.4,31.8,25.8
1964/8/26,28.2,31.8,24.6
1964/8/27,27,31.6,23.3
1964/8/28,27.3,31.8,24.2
1964/8/29,26.4,28.9,25
1964/8/30,27.2,30.3,23.9
1964/8/31,27.5,30.8,23.7
1964/9/1,27.6,31.3,24.3
1964/9/2,27.1,30.2,24.3
1964/9/3,26.5,29.1,24.8
1964/9/4,27.2,30.3,25
1964/9/5,28.1,32,24.5
1964/9/6,26.3,29.9,24.9
1964/9/7,25.9,29.6,23.4
1964/9/8,25.4,29.8,21.1
1964/9/9,27.5,31.6,22.2
1964/9/10,25.8,29.7,22.9
1964/9/11,24.4,29,21.5
1964/9/12,25.7,30.7,20.4
1964/9/13,27.2,30.6,24.4
1964/9/14,26.5,30.6,24.5
1964/9/15,27.3,32.6,22.8
1964/9/16,24.6,28.9,22.5
1964/9/17,25,29.7,22
1964/9/18,25.4,29.2,21.3
1964/9/19,26,30.3,22.6
1964/9/20,25.5,29.5,23.2
1964/9/21,24.2,27.9,21.6
1964/9/22,20.8,21.8,20.3
1964/9/23,20.5,23,18.1
1964/9/24,21.5,27.2,18.1
1964/9/25,25.9,29.6,22
1964/9/26,22.2,25.9,19.9
1964/9/27,18.9,20.6,17.5
1964/9/28,18.4,21.5,16.9
1964/9/29,18.2,21.8,15.5
1964/9/30,18.7,22.5,13.6
1964/10/1,20.1,24.4,16.2
1964/10/2,18.6,22.7,15.5
1964/10/3,18.3,22.7,14.2
1964/10/4,20.4,25.3,14.7
1964/10/5,24.1,27.9,21.2
1964/10/6,23.7,26.9,21.5
1964/10/7,22.3,25,19.8
1964/10/8,16.6,20.1,14.3
1964/10/9,16,19.6,13.6
1964/10/10,15.8,20.6,12.1
1964/10/11,15.9,21,11
1964/10/12,16.7,19.3,13.6
1964/10/13,18.6,20.1,17.4
1964/10/14,20.5,25.2,17.7
1964/10/15,19.5,23.9,15.9
1964/10/16,19.7,23.3,13.4
1964/10/17,21.7,25.8,16.7
1964/10/18,17.3,19.3,14.7
1964/10/19,17.2,21.7,13.7
1964/10/20,19.3,22.5,14.3
1964/10/21,22.6,26.4,20
1964/10/22,20.4,23,19
1964/10/23,17.9,19.4,16.9
1964/10/24,17.1,20.9,14
1964/10/25,14,16.3,12.3
1964/10/26,14.1,17.7,11.8
1964/10/27,15.2,19.2,11.6
1964/10/28,17.4,20.9,14.5
1964/10/29,15.9,19.4,13.4
1964/10/30,15,18.9,12.7
1964/10/31,16.8,21.1,10.1
1964/11/1,21.1,25.1,17.5
1964/11/2,15.6,18.6,13.9
1964/11/3,13.9,17.2,10.5
1964/11/4,13.8,15.1,10.1
1964/11/5,16.2,18.2,14.8
1964/11/6,15.5,18.4,12.6
1964/11/7,13.8,17.9,9.5
1964/11/8,12.5,14.4,10.3
1964/11/9,10.4,11.1,9.8
1964/11/10,13,16.8,10.3
1964/11/11,12.3,16,9
1964/11/12,11.9,16.8,6.8
1964/11/13,11.7,15.7,8.2
1964/11/14,9.5,14.5,5.1
1964/11/15,11.3,14.7,5.2
1964/11/16,12.2,15.8,9.4
1964/11/17,11.6,15.3,8.2
1964/11/18,11.1,15.8,6.6
1964/11/19,12.5,15.8,10.4
1964/11/20,11.2,15.7,7.4
1964/11/21,11.9,17.4,5.5
1964/11/22,10,15.5,5.4
1964/11/23,12,18.2,4.4
1964/11/24,11.5,16.8,6.9
1964/11/25,7.6,12.2,4.3
1964/11/26,10.5,16.2,3.5
1964/11/27,10.2,14.9,6.2
1964/11/28,10.1,17,4.1
1964/11/29,13,16.6,8
1964/11/30,13.6,16.7,10.5
1964/12/1,10.1,14,6.9
1964/12/2,6.5,9.6,4.1
1964/12/3,7,11.4,3
1964/12/4,7.7,11.2,3.5
1964/12/5,8.1,14.2,4
1964/12/6,9.2,15,4.3
1964/12/7,8.1,10.7,6.4
1964/12/8,7.2,12.4,3.5
1964/12/9,8.6,13,3.5
1964/12/10,7.4,10.7,4.9
1964/12/11,6.9,11.1,4.6
1964/12/12,5.4,8.7,2.3
1964/12/13,5.1,10.4,0.7
1964/12/14,8.4,12.1,2.5
1964/12/15,8.9,12.2,6.2
1964/12/16,7.7,11.2,5.3
1964/12/17,7.8,9.1,5.9
1964/12/18,7.3,10,4.6
1964/12/19,6.9,11.3,3.8
1964/12/20,6.4,11.5,2.8
1964/12/21,6.7,13.5,1.3
1964/12/22,7.8,13.8,2.2
1964/12/23,13.2,14.9,6.1
1964/12/24,13.1,17,11.1
1964/12/25,10.1,13.1,7.8
1964/12/26,8.9,13.2,5.8
1964/12/27,10.4,14.5,7.7
1964/12/28,10.5,13.6,8.4
1964/12/29,8,11.7,4.2
1964/12/30,6.8,12.2,1.3
1964/12/31,9.1,14.4,3.6
1965/1/1,9.8,12.8,6.7
1965/1/2,6.7,10,3.3
1965/1/3,4.6,8.9,2.1
1965/1/4,5.2,9,2.2
1965/1/5,3.9,6.9,1
1965/1/6,5,9.9,1.5
1965/1/7,4.5,8.8,0.5
1965/1/8,5.4,9.6,1.5
1965/1/9,4,6.7,2
1965/1/10,3.8,8.3,0.4
1965/1/11,3.7,7.6,0.7
1965/1/12,1.4,4.5,-1.7
1965/1/13,3.3,6.8,0.7
1965/1/14,4.8,8.9,1.2
1965/1/15,4.6,10.3,0.8
1965/1/16,4.7,7.6,1.6
1965/1/17,3.7,6.7,2.1
1965/1/18,4.2,7.3,0.4
1965/1/19,7.7,12.3,4.2
1965/1/20,8.8,12.9,5.2
1965/1/21,7.1,11.9,2.4
1965/1/22,7.7,13.4,4.2
1965/1/23,7.5,10.5,3.9
