年月日,平均気温(℃),最高気温(℃),最低気温(℃)
1953/8/4,26.5,31.1,22.1
1953/8/5,27.4,31.9,24.4
1953/8/6,27.6,32.2,23.2
1953/8/7,26.4,28.4,24.2
1953/8/8,27.2,31,23.2
1953/8/9,27.9,33.1,22.9
1953/8/10,28.1,31.5,24.2
1953/8/11,27.4,31.2,25
1953/8/12,27.8,31.3,24.5
1953/8/13,28,33.3,24.5
1953/8/14,28.2,31.5,25.6
1953/8/15,28.5,32,25
1953/8/16,29.9,34,25.6
1953/8/17,29.2,35.4,25.4
1953/8/18,29.4,34.6,24.8
1953/8/19,29.4,34.6,24.4
1953/8/20,29.4,35.1,25
1953/8/21,30,34.2,25.5
1953/8/22,30,33.8,26.2
1953/8/23,30.1,34,26.7
1953/8/24,30.9,37,24.5
1953/8/25,28.8,32.3,26.7
1953/8/26,25,27.1,23.7
1953/8/27,24.3,27.6,22.4
1953/8/28,22.9,24.8,21.1
1953/8/29,22,23.5,21
1953/8/30,23.9,27.5,21.2
1953/8/31,26,29.5,22.4
1953/9/1,26,29.9,24.4
1953/9/2,27.3,32,23.4
1953/9/3,26.4,30.9,22.8
1953/9/4,24.4,29,22.1
1953/9/5,25.1,29.2,22.3
1953/9/6,24,28.7,19.6
1953/9/7,22,24.5,19.9
1953/9/8,22.6,27.5,19
1953/9/9,22.3,26.8,17.8
1953/9/10,23,30.6,16
1953/9/11,24.2,30.3,19
1953/9/12,25,29.1,22.4
1953/9/13,26,29.7,23.2
1953/9/14,28,32.4,25
1953/9/15,26.3,30.9,24
1953/9/16,25.2,30.9,22.2
1953/9/17,23.4,24.9,20.8
1953/9/18,24,27.6,22.3
1953/9/19,23.4,27.2,20.1
1953/9/20,22.7,26.4,19.6
1953/9/21,22.1,25.4,19.1
1953/9/22,23.3,27.7,18.6
1953/9/23,22.8,24.6,20.6
1953/9/24,23,24.7,20.3
1953/9/25,21.4,22.9,
1953/9/26,23.2,27.6,19.7
1953/9/27,20.3,24.6,17.5
1953/9/28,20.7,27.2,13.8
1953/9/29,21.9,26.4,18.2
1953/9/30,21.7,24.8,20.4
1953/10/1,20.5,22.6,20
1953/10/2,20.9,24.9,17.5
1953/10/3,19.1,24.9,15.8
1953/10/4,18.7,22.8,14.3
1953/10/5,20.1,25.2,16.4
1953/10/6,19.7,25.2,15.2
1953/10/7,18.7,22.3,13.8
1953/10/8,19.5,22.4,16.3
1953/10/9,20.9,25.7,18.2
1953/10/10,20.8,27.2,16.6
1953/10/11,17.7,22.8,13.5
1953/10/12,15.4,20.8,10.8
1953/10/13,18.3,24.8,12.6
1953/10/14,15.7,20.2,12.3
1953/10/15,15.9,20.5,10.1
1953/10/16,16.8,21.8,12.8
1953/10/17,17.1,23.1,12
1953/10/18,17.8,23.6,13.8
1953/10/19,18.6,24.1,14.7
1953/10/20,18.3,25.2,13.9
1953/10/21,19.4,24.9,16.6
1953/10/22,18.9,22.8,17.5
1953/10/23,17.7,21.8,13.8
1953/10/24,18.5,23,16
1953/10/25,17.3,22.6,13.5
1953/10/26,15.2,19.8,12.3
1953/10/27,17.1,23.1,9.7
1953/10/28,19.5,20.8,16.1
1953/10/29,19.6,25.3,17.1
1953/10/30,18.9,22.8,15.5
1953/10/31,20.6,25.8,17.5
1953/11/1,19.6,25.3,18.1
1953/11/2,14.4,16.2,13.8
1953/11/3,15.4,19.4,12.4
1953/11/4,16.6,22.4,10.2
1953/11/5,18,22.2,15.7
1953/11/6,14,16.3,13
1953/11/7,13.2,19.2,11.2
1953/11/8,14.8,22,7.4
1953/11/9,15.7,19,12.5
1953/11/10,13.8,17.4,11.9
1953/11/11,9.9,13.4,9.6
1953/11/12,8.9,13.4,6.4
1953/11/13,9.9,12.7,6.6
1953/11/14,12.5,18,7.6
1953/11/15,12.9,16.4,9.3
1953/11/16,12,13.5,10.4
1953/11/17,13.2,16,10.8
1953/11/18,10.8,13.1,9
1953/11/19,11.3,14.4,10.1
1953/11/20,9,13.1,5.8
1953/11/21,8.9,12.8,5.7
1953/11/22,12.3,19.2,6
1953/11/23,11.3,16.3,8.9
1953/11/24,11.4,17.2,8
1953/11/25,11.7,16.3,7.1
1953/11/26,11.8,14.9,8.7
1953/11/27,10.5,15.6,10.2
1953/11/28,6.4,9.8,3.9
1953/11/29,7.2,15.5,1.7
1953/11/30,8.4,18.1,2.1
1953/12/1,10.3,19.6,1.9
1953/12/2,13.7,18.5,7.7
1953/12/3,13.7,15.8,11.1
1953/12/4,12.3,16.5,11.1
1953/12/5,8.8,11.3,7.2
1953/12/6,8,9.9,5.3
1953/12/7,9.1,10.6,6.6
1953/12/8,8.8,10.3,7.9
1953/12/9,8.9,12.8,5.4
1953/12/10,11,14.6,6.7
1953/12/11,9.1,12.9,6.7
1953/12/12,7.6,13.8,4.3
1953/12/13,8.2,13.9,3.9
1953/12/14,9.6,16.5,3.3
1953/12/15,10.2,13.5,7.5
1953/12/16,7.8,15.9,1.3
1953/12/17,12.5,16.9,5.2
1953/12/18,12.4,15.1,11.3
1953/12/19,11.5,16.4,7.6
1953/12/20,9.7,14.6,6.9
1953/12/21,10.1,14.8,7.4
1953/12/22,11.8,16.6,7.4
1953/12/23,9.1,13,6.5
1953/12/24,8.1,12.7,2.8
1953/12/25,8.2,10.7,7.3
1953/12/26,8.4,11.1,4.1
1953/12/27,6.9,11.1,4.4
1953/12/28,6.7,9.5,3.6
1953/12/29,8.4,12.7,5.7
1953/12/30,7.1,10.5,5.4
1953/12/31,4.5,7.9,3.5
1954/1/1,3.7,7.3,1.3
1954/1/2,6.4,10.6,1.4
1954/1/3,8.8,12.9,7
1954/1/4,7.1,7.6,6.3
1954/1/5,10.2,15.2,6
1954/1/6,7.2,12.3,4.5
1954/1/7,6.8,10.6,3.5
1954/1/8,6.6,12.7,-0.1
1954/1/9,11.9,14.6,3.2
1954/1/10,12.2,15.4,9.7
1954/1/11,6.3,9,5.9
1954/1/12,5.3,7.6,2.9
1954/1/13,6.7,8.5,4.1
1954/1/14,9.3,10.8,5.5
1954/1/15,8.9,12.7,7.9
1954/1/16,9.6,14,6.1
1954/1/17,10.3,12.4,7.9
1954/1/18,9.2,13.6,6.1
1954/1/19,9.5,12.8,6.8
1954/1/20,9.6,11.5,8.3
1954/1/21,9.3,11.5,8.2
1954/1/22,6.8,9,7
1954/1/23,5.1,7.2,1.6
1954/1/24,5.4,8.9,3.9
1954/1/25,4.5,8.3,3.1
1954/1/26,3.1,6.9,1.3
1954/1/27,5,10.8,0.7
1954/1/28,4.5,9.1,2.4
1954/1/29,2.4,5.9,0.7
1954/1/30,3.9,8.9,-0.1
1954/1/31,5.3,9.8,-1.6
1954/2/1,4.6,8.2,2.5
1954/2/2,3.8,7.1,1.5
1954/2/3,4.1,8.9,0.5
1954/2/4,4.9,10.4,0.7
1954/2/5,4.2,8.4,1.8
1954/2/6,4.3,9.7,0.6
1954/2/7,4.8,9.7,1.7
1954/2/8,6.5,10.8,0.5
1954/2/9,5.9,11.6,2.3
1954/2/10,6.6,15,-1.1
1954/2/11,9.8,16.5,0.6
1954/2/12,13.3,21.7,5.9
1954/2/13,6.5,9.1,4.3
1954/2/14,4.5,8.5,1.7
1954/2/15,5.2,10.1,1.2
1954/2/16,7.1,9,4.6
1954/2/17,9.2,11.9,6
1954/2/18,6.3,8.6,6.8
1954/2/19,5.6,11.5,0.8
1954/2/20,5.2,10.9,0.9
1954/2/21,5.5,10.5,1.7
1954/2/22,2.4,7.2,-0.3
1954/2/23,4.3,12.1,-2.3
1954/2/24,6.2,15.1,-1.9
1954/2/25,10.8,19,0
1954/2/26,16.7,19.6,6.8
1954/2/27,18.5,20.2,15.4
1954/2/28,12.1,19.1,12.1
1954/3/1,9.4,13.5,5.5
1954/3/2,10.2,12.9,7.9
1954/3/3,9,15.1,4.2
1954/3/4,6.9,9.1,6.9
1954/3/5,5.4,7.5,4.9
1954/3/6,5.1,7.8,2.3
1954/3/7,5.3,9,2.4
1954/3/8,4.1,8.3,1.1
1954/3/9,5.4,12,-1.1
1954/3/10,7,9.3,3.7
1954/3/11,7.9,9.2,6.3
1954/3/12,8.9,13.1,6.4
1954/3/13,4.3,7,2.8
1954/3/14,3.9,8.6,0.2
1954/3/15,7.2,13.7,1
1954/3/16,7.3,12,2.7
1954/3/17,7.9,12.1,4.1
1954/3/18,8.5,15.4,2.6
1954/3/19,12.5,21.2,2.7
1954/3/20,10.7,16.3,10.1
1954/3/21,9.2,14.6,4
1954/3/22,7.6,11.8,3.6
1954/3/23,9.1,15.3,2.9
1954/3/24,11.4,18.1,6.5
1954/3/25,10.3,18.2,2.3
1954/3/26,13.7,19.8,5
1954/3/27,14.7,21.3,6.9
1954/3/28,14.9,21.3,12.3
1954/3/29,9.8,12.7,8
1954/3/30,9.6,15.6,2.2
1954/3/31,10.9,16.8,6.7
1954/4/1,13.1,19,5.7
1954/4/2,15.5,22.5,12.1
1954/4/3,14.5,19.8,10.9
1954/4/4,13.6,19.3,8.1
1954/4/5,16.4,21.1,11.1
1954/4/6,17.3,21.7,14.3
1954/4/7,16.3,20,13
1954/4/8,15,18,13.2
1954/4/9,11.9,15.9,8.5
1954/4/10,12.9,19.4,6.1
1954/4/11,15.2,20.1,7.5
1954/4/12,19.2,25.1,13.8
1954/4/13,14.3,17.7,12.9
1954/4/14,13.2,17,10.2
1954/4/15,13.2,17.8,8.3
1954/4/16,15.9,23.8,8.4
1954/4/17,17.3,18.7,15.4
1954/4/18,19,21.3,15.9
1954/4/19,16.5,20.7,14.5
1954/4/20,12.4,15.4,10.1
1954/4/21,12.3,18.3,5.8
1954/4/22,12.9,17.7,10.3
1954/4/23,15.3,22.1,6.6
1954/4/24,17.7,22.3,11.4
1954/4/25,18,22,13.4
1954/4/26,15.8,18.8,16.1
1954/4/27,10.3,11.7,8.8
1954/4/28,13.1,18.9,4.5
1954/4/29,13.5,18.5,8.8
1954/4/30,15.1,20.1,11.8
1954/5/1,18.6,25,9.3
1954/5/2,19,24.7,13.2
1954/5/3,15.4,16.3,15
1954/5/4,17,21.6,13.8
1954/5/5,15.3,20.5,9.8
1954/5/6,15.1,16.8,13.8
1954/5/7,18,23.4,13.7
1954/5/8,18.7,24,14.3
1954/5/9,19.6,26.9,16.4
1954/5/10,17.3,24.7,10.6
1954/5/11,18.2,23.9,11.3
1954/5/12,18.5,24.2,11.9
1954/5/13,19.7,25.4,13.2
1954/5/14,20.5,23.1,18.8
1954/5/15,16.9,21.4,14.6
1954/5/16,16,20,11.9
1954/5/17,17.4,22.8,14.2
1954/5/18,18.7,23.5,12.6
1954/5/19,19,21.5,17.7
1954/5/20,19.6,22.1,17.4
1954/5/21,20.2,25.2,18.2
1954/5/22,16.6,19.5,16
1954/5/23,18.7,24.3,14.3
1954/5/24,20.3,22.1,16.4
1954/5/25,19.1,21.5,19.3
1954/5/26,18.1,22.8,15.3
1954/5/27,17,21.7,11.8
1954/5/28,19.9,24.9,14.9
1954/5/29,20.2,23.5,17.4
1954/5/30,20.5,25.5,18
1954/5/31,19.1,22.9,16.7
1954/6/1,18.8,22,14.8
1954/6/2,18,19.3,17
1954/6/3,21,26.7,17.1
1954/6/4,20.4,25.3,15.1
1954/6/5,21.1,26.9,15.4
1954/6/6,21.2,23.7,19.4
1954/6/7,21.3,26.3,18.9
1954/6/8,18.1,20.5,15.5
1954/6/9,18.5,19.7,17.3
1954/6/10,18.5,20.1,18
1954/6/11,20.5,24.2,17
1954/6/12,20.4,23.7,16.9
1954/6/13,20.8,26.2,15.8
1954/6/14,18.2,31.7,17.3
1954/6/15,21.5,24.9,17.1
1954/6/16,20,24.1,15.5
1954/6/17,21.3,26.4,16
1954/6/18,22.4,27.8,17.5
1954/6/19,19.3,20.7,18.8
1954/6/20,22.6,27.4,19.4
1954/6/21,21.5,26,17.2
1954/6/22,19.2,21.7,17.4
1954/6/23,19.7,23.3,18
1954/6/24,21.5,24.6,18.1
1954/6/25,20.4,23.3,18.6
1954/6/26,21,23.7,19.2
1954/6/27,22.6,26.5,20
1954/6/28,22.8,25.8,21.2
1954/6/29,23.2,25.9,20.8
1954/6/30,22.4,25.5,20.6
1954/7/1,24,28.4,19.8
1954/7/2,20.8,22.8,20.2
1954/7/3,22.9,28,19.3
1954/7/4,22.8,26.1,20.5
1954/7/5,22.7,25,20.7
1954/7/6,25.5,30.4,21.8
1954/7/7,23,26.1,21
1954/7/8,26,29.8,20.8
1954/7/9,25.5,29.7,23.2
1954/7/10,22.2,25.1,22.5
1954/7/11,22.2,25.3,19.7
1954/7/12,22.1,23.4,20.8
1954/7/13,24.1,29.4,21.1
1954/7/14,20.4,22.7,21.1
1954/7/15,22.5,27.2,18
1954/7/16,22.5,28.2,18.9
1954/7/17,23,26.4,19.7
1954/7/18,24.8,29.1,21.5
1954/7/19,24.3,27.7,22.7
1954/7/20,24.1,26.9,21.9
1954/7/21,24.8,28,23.1
1954/7/22,24.3,27.9,21.5
1954/7/23,24.4,28.8,19.7
1954/7/24,24.8,29.6,20
1954/7/25,26.1,30.9,22
1954/7/26,25.6,28.4,24.1
1954/7/27,26.9,31.7,23.2
1954/7/28,27,31.3,24.5
1954/7/29,27.7,32,25.5
1954/7/30,25.1,29.9,24.6
1954/7/31,24.8,26.2,23.4
1954/8/1,26.3,30.6,22.6
1954/8/2,27.1,31.4,24.2
1954/8/3,26.9,32.4,23
1954/8/4,27.5,33.2,24
1954/8/5,27.9,32.2,23.9
1954/8/6,27.7,31.9,24.3
1954/8/7,27.8,33.9,22.8
1954/8/8,28.3,32.8,24.1
1954/8/9,28.8,33.4,24.4
1954/8/10,28.4,32.5,24.8
1954/8/11,28.2,33,24.6
1954/8/12,27.9,33.6,24
1954/8/13,28.4,33.8,24.6
1954/8/14,28.5,32.9,24.9
1954/8/15,27.9,33,25.3
1954/8/16,27.8,32.8,22.4
1954/8/17,28.1,31.4,26
1954/8/18,26.4,27.9,25.8
1954/8/19,27.8,32.3,25.2
1954/8/20,26.5,30.9,24.4
1954/8/21,26.9,31.7,22.4
1954/8/22,27.9,33.7,24.3
1954/8/23,28.7,33.2,25.1
1954/8/24,28,32.2,24.1
1954/8/25,27.7,32.9,24.2
1954/8/26,28,31.5,25.6
1954/8/27,27.1,30.8,24.8
1954/8/28,27.5,31.9,23.4
1954/8/29,25.8,29.1,23.7
1954/8/30,24.1,29.3,22.2
1954/8/31,23.5,26.4,22.6
1954/9/1,24.3,28.7,22.5
1954/9/2,24.1,29.3,21.5
1954/9/3,21.5,22.8,22.2
1954/9/4,21.5,22.4,19.6
1954/9/5,25.4,30.6,21.2
1954/9/6,27.3,31,23.2
1954/9/7,26.3,28.2,25.4
1954/9/8,25.1,27.2,24.9
1954/9/9,26.2,29.9,23.8
1954/9/10,27.2,33.6,22.8
1954/9/11,27.3,32.6,23.7
1954/9/12,25.9,29.4,23.3
1954/9/13,26.4,28.6,24.8
1954/9/14,27.1,30.8,25
1954/9/15,24.4,30.9,20.5
1954/9/16,22.3,29.6,16.6
1954/9/17,23,28.4,17.8
1954/9/18,23.9,26.2,21.2
1954/9/19,20.6,24.9,17.1
1954/9/20,21.4,28.1,15.2
1954/9/21,23.4,28.2,19.5
1954/9/22,23.6,30.2,18.1
1954/9/23,24.2,30.9,18.8
1954/9/24,24.8,30.4,20.4
1954/9/25,23.7,26.3,21.5
1954/9/26,23.7,27,23.1
1954/9/27,20.2,26.1,15.6
1954/9/28,17.4,19.5,16.6
1954/9/29,19.7,23.9,15.6
1954/9/30,19.5,22.3,16.2
1954/10/1,21.1,23.8,19.2
1954/10/2,20.3,22.1,19
1954/10/3,22.3,26.3,19.8
1954/10/4,17.5,22,18.2
1954/10/5,17.4,23.1,12.8
1954/10/6,18.6,21.3,16.3
1954/10/7,17.4,18.9,16.2
1954/10/8,15.9,18.1,15.2
1954/10/9,17.1,21.1,13.9
1954/10/10,16.6,18.2,15.3
1954/10/11,17.1,21,15.3
1954/10/12,15.3,19.8,14.7
1954/10/13,14.6,19.2,10.3
1954/10/14,15,19.9,10.7
1954/10/15,15.4,19.8,11.4
1954/10/16,16.2,22.4,11.9
1954/10/17,16.2,19,13.6
1954/10/18,17.2,20.4,15
1954/10/19,17.7,21.3,15
1954/10/20,16.6,18.6,15.2
1954/10/21,18.1,22.6,13.7
1954/10/22,17.8,23.8,14.1
1954/10/23,15.8,20.7,12.6
1954/10/24,15.8,19.3,13.2
1954/10/25,15.2,17.2,13.9
1954/10/26,16.7,20.7,14
1954/10/27,17.1,20.3,14.1
1954/10/28,18,22,13.9
1954/10/29,15,18.4,13.1
1954/10/30,15.9,22.7,10.8
1954/10/31,13,17.9,8.3
1954/11/1,13,19.7,7
1954/11/2,13.9,18.6,9
1954/11/3,12.5,16.9,8.9
1954/11/4,13.5,19.8,9.1
1954/11/5,13.4,21.2,6.9
1954/11/6,13.3,18.7,8.9
1954/11/7,14.5,20.7,7.8
1954/11/8,16.1,21.6,10.9
1954/11/9,15.5,21.9,10.5
1954/11/10,15.8,22.9,10.5
1954/11/11,15.5,18.6,10.8
1954/11/12,11.4,16.2,9.2
1954/11/13,13.4,20.4,7.3
1954/11/14,14,16.7,12.1
1954/11/15,13.4,17,10
1954/11/16,13.7,19.2,8.9
1954/11/17,12.4,15.9,11.1
1954/11/18,10.3,13.2,7.7
1954/11/19,11.6,12.5,9.9
1954/11/20,14.2,17.6,10.6
1954/11/21,14.9,19.1,10.8
1954/11/22,13.3,17.5,10.5
1954/11/23,13.9,21,7.7
1954/11/24,14.5,19.2,8.4
1954/11/25,14.6,18,12.1
1954/11/26,14.5,17.1,13.2
1954/11/27,12.1,13.9,10.7
1954/11/28,14.2,17.3,11.5
1954/11/29,11.8,15.9,8.7
1954/11/30,13.3,19.3,7.8
1954/12/1,16.8,19.2,9.8
1954/12/2,13.6,16.6,14.6
1954/12/3,9.8,11.5,8.4
1954/12/4,9.6,12.6,7.5
1954/12/5,8.7,11.2,5.9
1954/12/6,10.1,14.1,6.6
1954/12/7,11,16.5,5.5
1954/12/8,16.7,17.9,9.2
1954/12/9,15.5,19.1,15.3
1954/12/10,11.1,14.1,11.1
1954/12/11,7.9,10.7,5.5
1954/12/12,7.6,12.5,6.6
1954/12/13,7.2,12.9,4.1
1954/12/14,7.7,15.5,3.1
1954/12/15,4.9,9.4,2.5
1954/12/16,5.4,10,1.9
1954/12/17,7.1,11.3,2.9
1954/12/18,7.5,11.3,2.7
1954/12/19,7.6,9.2,5.9
1954/12/20,8.9,13.4,5.6
1954/12/21,7.7,12.4,5.8
1954/12/22,10.9,17.3,2.6
1954/12/23,8.2,11.7,6.3
1954/12/24,6.9,11.3,3.5
1954/12/25,7.7,11.5,4.9
1954/12/26,6.9,12.3,4
1954/12/27,6.1,9.2,4
1954/12/28,4.9,7.8,2.2
1954/12/29,6.8,10.5,3
1954/12/30,6.9,10.3,3.5
1954/12/31,5.6,9.2,3.9
1955/1/1,6.9,11,2.3
1955/1/2,6.3,11,3.4
1955/1/3,4.5,8.9,2.7
1955/1/4,4.6,8.8,1.3
1955/1/5,5.6,11,3.3
1955/1/6,3,6.6,1.2
1955/1/7,4.4,8.3,0.8
1955/1/8,2.5,6.1,1.2
1955/1/9,4,10.4,-2.1
1955/1/10,2.1,5.9,1.2
1955/1/11,2.2,7.4,-1
1955/1/12,4.2,9.9,-0.1
1955/1/13,5.1,11.9,0
1955/1/14,5.2,13.5,-0.9
1955/1/15,6.6,9.2,1.9
1955/1/16,-0.1,4,-1.7
1955/1/17,3.4,9.6,-2.2
1955/1/18,3,7.4,0.3
1955/1/19,2.7,9.1,-1.1
1955/1/20,3.8,10.1,-1.1
1955/1/21,3.8,10.1,1.5
1955/1/22,6.4,9.3,1.3
1955/1/23,7.2,12.8,2.5
1955/1/24,6.4,15.3,1.3
1955/1/25,6.4,11.3,1.4
1955/1/26,4.9,10.6,0.8
